reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,app
2f74610b-52af-4aec-aee5-019fcdbc706c,Mecky Hoinbala,https://play-lh.googleusercontent.com/a-/ALV-UjWmJKpjOmR-7osRMvlcXgAfMt5hxBjiR0fEI116wZFpM70mMXeHPA,"Aplikasi tidak bisa dibuka ya??? Padahal internet lancar, pulsa data pun banyak tapi tidak bisa diakses",2,0,9.0.1,2025-09-05 10:49:38,"Hai Kak Mecky, Mohon maaf untuk ketidaknyamanannya ya, silakan coba cara berikut ya Kak:
1. Clear cache aplikasi
2. Force close aplikasi
lalu coba login kembali, apabila masih mengalami kendala, silakan hubungi kami melalui DM Instagram @Telkomsel atau chat di tsel.id/chatva. Semoga membantu. :) -Edo",2025-09-05 15:36:44,9.0.1,MyTelkomsel
64260476-0d25-432c-9d96-cd95bf20123d,Mus Mulyadi,https://play-lh.googleusercontent.com/a/ACg8ocJCgh2xCzdrVP_HdxYbs4QB_4zV6ORtl_idb_Fk0mgThj-E=mo,Telkomsel jaringan lemot dan sedot pulsa👎👎👎,1,0,9.0.1,2025-09-05 10:44:21,"Hai Kak Mulyadi. Mohon maaf untuk ketidaknyamanannya, silakan coba restart handphone Kakak untuk kendala jaringan lambat. Perihal pulsa yang terpotong karena kami memerlukan informasi lebih lanjut untuk membantu Kakak, silakan hubungi kami di DM Instagram @telkomsel atau chat di tsel.id/chatva 😊 -Fany",2025-09-05 13:21:49,9.0.1,MyTelkomsel
da6fba22-4cbb-48f3-ac0d-62e9085b195c,Dafin Afin,https://play-lh.googleusercontent.com/a-/ALV-UjWfqp4Y2ewk7A8Y8il5T7lolzyvf2zVVUJr5eQpSDSzHQkDpjA,"aplikasi eror,mau transfer kuota buat seseorang malah gak bisa udah coba berulang kali tapi tetap aja gak bisa, tolong di perbaiki server nya, apalagi saya kirim kuota belum mencapai maks pengiriman.",1,0,,2025-09-05 10:41:25,Hai Kak Dafin. Mohon maaf untuk ketidaknyamanannya. Untuk kendala transfer pulsa Kakak bisa langsung menghubungi kami di DM Instagram @Telkomsel atau hubungi kami di tsel.id/chatva. Semoga membantu. 😊 -Fany,2025-09-05 13:26:33,,MyTelkomsel
f99f5969-6020-44d1-a11a-6e54b9954a72,Aflo Padju,https://play-lh.googleusercontent.com/a/ACg8ocKydLPQK2MN__JTLx-fA15TjqR5g8B3t3zG17ZpuedMmioaWw=mo,lalod,5,0,9.0.1,2025-09-05 10:41:00,,,9.0.1,MyTelkomsel
aa541a62-f83e-425b-92b9-565c7996a119,Rowi Agus Fadl,https://play-lh.googleusercontent.com/a/ACg8ocLNhS5nZwC8lfKywo59a8k5e1hEH4cpWhzFubIEeoF95cV-Pg=mo,kok tambah gede size aplikasinya,3,0,8.6.2,2025-09-05 10:32:47,,,8.6.2,MyTelkomsel
7bc4b07f-1787-4d7d-8966-24cfdbea08c2,AJIS MAULANA,https://play-lh.googleusercontent.com/a-/ALV-UjXYbkMEY2sOWJXJeoK396sFrFGYoAxzQpVxcFjrZLhae_mBBKw9,nyesal beli paket sebelum beli paket jaringan nya bagus setelah beli paket tiba2 jaringan nya hilang yang jadi masalah setiap hari jaringan nya hilang Telkomsel suka makan uang haram ya dunia akhirat saya tidak ridho dan iklas uang saya beli paket tapi tidak berguna karna jaringan nya ilang terus Telkomsel bodo bodo bodo bodo,1,0,9.0.1,2025-09-05 10:30:07,"Hai Kak Ajis. Mohon maaf untuk ketidaknyamanannya, untuk kendala jaringan lemah/gak stabil silakan coba restart handphone Kakak. Apabila masih terdapat kendala silakan hubungi kami di DM Instagram @telkomsel atau hubungi kami di tsel.id/chatva. Semoga membantu. :) -Ken",2025-09-05 21:37:21,9.0.1,MyTelkomsel
944634e9-880a-477d-ade2-de549fcd977f,Just Hydra,https://play-lh.googleusercontent.com/a-/ALV-UjX-wpvAj5l082qYED30EmpHgMH8ONUYkdf9xCAdQEBKZwYkqiXpCQ,provider kikir... makin sering beli bukannya di naikin kuotanya... ini malah makin di kurangin... good job telkom...,1,0,9.0.1,2025-09-05 10:27:39,"Hai Kak Hydra. Mohon maaf untuk ketidaknyamanannya, silakan akses aplikasi MyTelkomsel untuk mendapatkan lebih banyak pilihan dan penawaran paket datanya ya Kak. Semoga membantu. 😊 -Fany",2025-09-05 11:32:14,9.0.1,MyTelkomsel
bf857dbd-3b89-4b11-9d2e-10d402cae29f,ADHO SUGIANTO,https://play-lh.googleusercontent.com/a-/ALV-UjXppdh2kQ3BIY-Ntrndjavn2cq3GrArxNqvRCOLotXGe2S4bw1W,"tambah parah jaringannya, lelet, mau beli paket pending dan dsuruh ulangi terus, parah nih telkomsel",1,0,9.0.1,2025-09-05 10:25:57,"Hai Kak Adho. Maaf banget ya. Silakan coba restart handphone Kakak untuk kendala jaringan lambat. Untuk kendala aktivasi paket silakan coba cara berikut :
1. Clear cache aplikasi
2. Force close aplikasi
lalu coba login kembali, apabila masih kendala aplikasi lambat, hubungi kami melalui DM Instagram @Telkomsel atau chat di tsel.id/chatva 😊 -Fany",2025-09-05 13:23:58,9.0.1,MyTelkomsel
c9cec4f9-8783-48a5-bff0-6e41473e38ee,Ilham santoso Santoso,https://play-lh.googleusercontent.com/a-/ALV-UjU-3Fi9pnDHWgj244NDz6UWxatts4txfoDLBj8INLGKxx5nlOI,ku kasih bintang lima asal di perbaiki saat ngambil bonus 3 GB dari may Telkom,5,0,9.0.1,2025-09-05 10:23:26,,,9.0.1,MyTelkomsel
a9341f81-c0f9-405b-829e-83c91b8237dd,Owner Jakarta 2,https://play-lh.googleusercontent.com/a/ACg8ocKb7G5ENfFK5exy25cqOu0y3WKC3nY709KrWIu2OIsMbA0E9w=mo,"Mayan lah, tapi rada rada ngelag gituuu",5,0,,2025-09-05 10:19:20,,,,MyTelkomsel
8ca56fe2-c8ee-4f13-bc95-998239c2631d,Ida Wati,https://play-lh.googleusercontent.com/a/ACg8ocKaeHRMUW5DRZsU63rJggYHXalPstOm2iWWUDPXmWD_cG6Z_A=mo,"aplikasi paling buruh didunia, biar bintang yg berkata",1,0,,2025-09-05 10:17:49,Hai Kak Ida. Mohon maaf untuk ketidaknyamanannya. Untuk kendalan aplikasi MyTelkomsel mohon informasikan detailnya melalui DM Instagram @Telkomsel atau chat di tsel.id/chatva untuk mendapat bantuan lebih lanjut 😊 -Fany,2025-09-05 10:28:29,,MyTelkomsel
9ac1b9ce-f0fe-4b0c-9f8d-c5f4b689891b,Suparman QG,https://play-lh.googleusercontent.com/a-/ALV-UjWYSe1Vse_lYvg3Z570BByvxOp-72OK2xWHgqYossplqW0_tcHp,bagus,5,0,9.0.1,2025-09-05 10:14:58,,,9.0.1,MyTelkomsel
2ec84a79-e645-4680-88e8-094af37cbcfc,Ya Saya,https://play-lh.googleusercontent.com/a/ACg8ocKV1L4WKyCQOLTqDfx7o2Y0hGha5l49CLy0X8rjzhD_ssc2Bg=mo,"kartu mahal aplikasinya jelek, mau beli paket jaringan mulu padahal wifi aman'aja",1,0,9.0.1,2025-09-05 09:59:12,"Hai Kak Ya. Maaf bikin gak nyaman. Terkait tarif paket, silakan akses aplikasi MyTelkomsel untuk mendapatkan lebih banyak pilihan dan penawaran paket datanya ya Kak, untuk kendala saat pembelian paket silakan infoin detailnya melalui DM Instagram @Telkomsel atau chat di tsel.id/chatva untuk mendapat bantuan lebih lanjut 😊 -Fany",2025-09-05 10:30:07,9.0.1,MyTelkomsel
fd6a498f-9c91-4a16-96fb-0803983e2b49,ramon rowana,https://play-lh.googleusercontent.com/a/ACg8ocI0-pKX1Wf42jxSxINL_2FSESll59JCV2DXJ_AilqXAY6e4DQ=mo,"aplikasi lemot, sinyal juga suka ilang-ilangan, paket harian bulanan berubah-ubah harganya. kualitas gak sebanding sama harganya",1,0,,2025-09-05 09:53:16,"Maaf Kak Ramon. Silakan akses aplikasi MyTelkomsel untuk mendapatkan penawaran paket datanya. Untuk kendala sinyal, coba restart handphone Kakak. Perihal aplikasi lambat silakan coba clear cache dan force close aplikasi, lalu coba login kembali, jika masih kendala hubungi kami melalui DM Instagram @Telkomsel atau chat di tsel.id/chatva 😊 -Fany",2025-09-05 10:30:47,,MyTelkomsel
b30641fa-8753-4156-8188-9b606e0b0250,Umen,https://play-lh.googleusercontent.com/a-/ALV-UjXtL1ImMqHRqNFBRkoWOSBXlCw-k5hzIA69MjFKGFAJbXTyrzgs,"sangat-sangat buruk akhir akhir ini, suka close sendiri. pas mau buka Lola minta ampun. bukan karena hp atau jaringan . tapi aplikasi kurang bagus kinerja aplikasinya.. tolong di perbaiki kekurangan kekurangan dari apk my Telkomsel. ini kalau mau nilai... biar mau kasih bintang 1 saja ini saya rasa rugi sekali.",1,0,9.0.1,2025-09-05 09:51:37,"Hai Kak Umen. Mohon maaf untuk ketidaknyamanannya ya, apabila aplikasi MyTelkomsel terlalu berat di handphone kakak, silakan coba unduh MyTelkomsel Basic. Aplikasi ini sudah tersedia di PlayStore. Apabila masih mengalami kendala, silakan hubungi kami melalui DM Instagram @Telkomsel atau chat di tsel.id/chatva. Semoga membantu.😊 -Fany",2025-09-05 10:31:45,9.0.1,MyTelkomsel
a5eae3a7-7401-4d71-a040-00c652f91627,Ahmad Sobah,https://play-lh.googleusercontent.com/a/ACg8ocKB-ge2JhB5SUP6g5lY7erDNQKR4EUIrzbROrQYRf13Oj0gNw=mo,cuihhh di waktu genting ga konek sama sekali sinyal nya busuk bangett buka apa aja selalu pending.. mending beralih aja kalo gini.,1,0,8.7.0,2025-09-05 09:37:56,"Hai Kak Ahmad. Mohon maaf untuk ketidaknyamanannya, perihal keluhan gak bisa akses internet, silakan coba restart handphone Kakak. Apabila masih terdapat kendala silakan hubungi kami di DM Instagram @telkomsel atau hubungi kami di tsel.id/chatva. Semoga membantu. :) -Ken",2025-09-05 22:44:57,8.7.0,MyTelkomsel
88accb3d-3c0a-4aa4-95ab-4bb6684bf573,Vendi Roziq,https://play-lh.googleusercontent.com/a-/ALV-UjU5WdN9XrmvG2hixvM314DOcAeUtgKphZIEu5eFlDA0kLjDx9A,aplikasi nya kok jadi berat benget dan sering keluar sendiri padahal ram hp juga udah besar tapi aplikasi nya macet macet dan close sendiri tolong di perbaiki ini sangat meresahkan karena saat membuka aplikasi suka keluar sendiri 🙏,1,0,9.0.1,2025-09-05 09:37:47,"Hai Kak Vendi. Mohon maaf untuk ketidaknyamanannya ya, apabila aplikasi MyTelkomsel terlalu berat di handphone kakak, silakan coba unduh MyTelkomsel Basic. Aplikasi ini sudah tersedia di PlayStore. Apabila masih mengalami kendala, silakan hubungi kami melalui DM Instagram @Telkomsel atau chat di tsel.id/chatva. Semoga membantu.😊 -Fany",2025-09-05 10:32:16,9.0.1,MyTelkomsel
4ae666a8-012b-47d2-890c-1a769e8091a5,SOGC OFFICIAL,https://play-lh.googleusercontent.com/a-/ALV-UjXJh4qNOWExLQkcOYKAsSdzgK42Zos5s3Chm6OhnGU13ykgszc,"Dari kemarin sampai saat ini belum bisa transaksi menggunakan aplikasi mytelkomsel, saya sangat kecewa membuang waktu saya",1,0,9.0.1,2025-09-05 09:34:39,"Hai Kak. Mohon maaf untuk ketidaknyamanannya ya, silakan coba cara berikut ya Kak:
1. Clear cache aplikasi
2. Force close aplikasi
lalu coba login kembali, apabila masih gak bisa aktivasi paket di aplikasi MyTelkomsel, silakan hubungi kami melalui DM Instagram @Telkomsel atau hubungi kami di tsel.id/chatva. Semoga membantu. :) -Ken",2025-09-05 22:45:38,9.0.1,MyTelkomsel
2120974a-6fd7-427c-8feb-50d83349079a,Muhyar Nur Sholeh,https://play-lh.googleusercontent.com/a/ACg8ocIGfSi6Un3PyRwW8DoXlvB-3ahW0eF6rd4IppSve_5bobOvPm0=mo,"Telkomsel aneh pelit paket unlimited 1 hari seharusnya nya di itung pake jam bukan hari, saya maketin malam hari ke esokan paginya dah habis? woy perbarui 10rb di hitung pake jam, jangan pke hri, contoh kaya gini, maketin jam 10 pagi habis nya juga harus jam 10 pagi lah itu baru 24 jam sehari, ini mah di hitung hari langsung habis cuma dapat berapa jam, bangkrut lo Telkomsel",1,0,9.0.1,2025-09-05 09:26:43,"Hai Kak Muhyar. Mohon maaf untuk ketidaknyamanannya, untuk kendala jaringan lemah/gak stabil silakan coba restart handphone Kakak. Apabila masih terdapat kendala silakan hubungi kami di DM Instagram @telkomsel atau hubungi kami di tsel.id/chatva. Semoga membantu. :) -Ken",2025-09-04 22:28:25,9.0.1,MyTelkomsel
1aafb0fc-ff39-40cd-ac56-a500b6d54167,Satya Aji,https://play-lh.googleusercontent.com/a-/ALV-UjU1YzH0etk-q2me7TyVT0VfNE9jcugz4uHvSoFwipbonDkPHBQ,"Habis di Update malah gak bisa ganti akun lain, dan gak bisa di buka lagi aplikasinya..PAYAH",1,0,,2025-09-05 09:12:17,"Hai Kak Satya. Mohon maaf untuk ketidaknyamanannya ya, silakan coba cara berikut ya Kak:
1. Clear cache aplikasi
2. Force close aplikasi
lalu coba login kembali, apabila aplikasi MyTelkomsel masih mengalami kendala gak bisa dibuka, silakan hubungi kami melalui DM Instagram @Telkomsel atau hubungi kami di tsel.id/chatva. Semoga membantu. :) -Ken",2025-09-05 22:28:56,,MyTelkomsel
ccedbb05-cb60-46e2-b207-6927f6aee68a,Brimob 138,https://play-lh.googleusercontent.com/a-/ALV-UjWhdrBu6RdHlBNsvOyJ0OHhCMkRPOWjgJzW4WOzCSI0ervEPRk3,😁😁😁,5,0,8.7.0,2025-09-05 09:12:09,,,8.7.0,MyTelkomsel
c3798423-1c22-4f7a-9b5d-83ad4890c849,Hadi Siswo,https://play-lh.googleusercontent.com/a-/ALV-UjWRjbjO7WZLj3FHnE-Bpzccis1QwpFSylZ77OUnzbo4pfYr4OA,ok,5,0,9.0.1,2025-09-05 09:10:07,,,9.0.1,MyTelkomsel
59331b8d-c79e-497c-ae45-9a487cc1fc48,Soni samsudin,https://play-lh.googleusercontent.com/a-/ALV-UjW_66BjmIaezGI2T0_9y1R5_OyvGBdGsSKv7OfoKST8yK0ViqcxSg,tolong perbaiki jangkauan jaringan internet nya . jangan lemot terus,5,0,9.0.1,2025-09-05 08:59:45,,,9.0.1,MyTelkomsel
433511f4-43a8-4be2-87bc-b92eb0f21de9,Hanna Sabria,https://play-lh.googleusercontent.com/a/ACg8ocJEXGuPa2Ckh7eLmRt-BUwgA2FK-5JCI_GMkfcetVCTHt_gRw=mo,makin lama makin susah buat pasang paket setiap mau pembayaran selalu koneksi buruk padahal jaringannya lagi baik² saja,2,0,9.0.1,2025-09-05 08:53:14,"Hai Kak Hanna, Mohon maaf untuk ketidaknyamanannya ya, silakan coba cara berikut ya Kak:
1. Clear cache aplikasi
2. Force close aplikasi
lalu coba login kembali, apabila masih mengalami kendala, silakan hubungi kami melalui DM Instagram @Telkomsel atau chat di tsel.id/chatva. Semoga membantu. :) -Edo",2025-09-05 15:36:17,9.0.1,MyTelkomsel
a80c9650-3267-492f-ba9a-3a9f1a66f7ee,Nur Zakaria,https://play-lh.googleusercontent.com/a-/ALV-UjUZ7Q4ZnYcjzPTLT4f2Mh6ydT7NqS0qIK9IL-HDvmvgq6MmMyaL,apps kayak gini doang makan storage space di HP hampir 700MB. kocak emang Telkomsel. sekocak komisaris-nya. saya akan edit ulasan ini kalau space-nya kembali kecil seperti dulu. tks note : space storage HP saya besar sih. cuma ga rela aja aplikasi cuma buat beli kuota gini makan space sekebon,1,0,9.0.1,2025-09-05 08:51:27,"Hai Kak Nur, Mohon maaf untuk ketidaknyamanannya ya, apabila aplikasi MyTelkomsel terlalu berat di handphone kakak, silakan coba unduh MyTelkomsel Basic. Aplikasi ini sudah tersedia di PlayStore. Apabila masih mengalami kendala, silakan hubungi kami melalui DM Instagram @Telkomsel atau hubungi kami di tsel.id/chatva. Semoga membantu. :) -Edo",2025-09-05 08:45:06,9.0.1,MyTelkomsel
5305e837-18cc-48d5-851e-5ee6d385a47b,Rahmat Hidayat,https://play-lh.googleusercontent.com/a-/ALV-UjXgLtQrXccWUal_mNpPlTQxuNZtrEDxk08LjXjdm6JisSVQG9PK,"Telkomsel makin nggak ngotak jir....dulu paket yang 5gb 5 ribu sehari,,, harga nya tetap sama tapi seiring waktu kuota nya berkurang jadi 3gb 5 ribu .... sekarang turun lagi jadi 2 GB 5 ribu ... memang gak ngotak Telkomsel semakin banyak beli kuota semakin mahal kedepan harganya....beda sama Indosat semakin dibeli semakin murah...dan hadiah diaplikasi Telkomsel yang dulu sering ada setiap bulan setiap akumulasi pembelian paket,,,jadi gak ada sekarang,,, dulu sering dapet 10gb untuk 1hari skrg gd",1,0,9.0.1,2025-09-05 08:46:24,"Hai Kak Rahmat, silakan akses aplikasi MyTelkomsel untuk mendapatkan lebih banyak pilihan dan penawaran paket datanya ya Kak. Semoga membantu. :) -Edo",2025-09-05 09:10:20,9.0.1,MyTelkomsel
d4bc9fc9-75aa-4d63-9ab3-67216498bd90,Rizkyy Khoirul,https://play-lh.googleusercontent.com/a/ACg8ocJ3DEdMqwrGFJfC98ixhDJDXu2YWp2jj9LQ36A3DvuOn7XKoA=mo,aplikasi jelek udah isi pulsa buru buru mau beli kuota malah gabisa pakek pulsa pembayaran nya di coba berkali-kali pun. fitur jaga pulsa udah aktif tetep aja pulsa ke potong aneh,1,0,,2025-09-05 08:40:21,"Hai Kak Rizkyy. Mohon maaf untuk ketidaknyamanannya, karena kami memerlukan informasi lebih lanjut untuk membantu Kakak terkait kendala pulsa terpotong dan pembelian paket, silakan hubungi kami di DM Instagram @telkomsel atau chat di tsel.id/chatva. Semoga membantu. 😊 -Fany",2025-09-05 10:11:46,,MyTelkomsel
